SNO,TWEET_TEXT,label_ps
270266,"Once I get off of work and get gas, I'm going to play #Destiny2 until I pass out. https://t.co/FBFL27gNnd",0
270496,Update: Past St. Augustine. Filled up at a Mobil with only regular gas. $2.75/gal. Gonna see how much further I can go before I gotta layout,1
270503,And they have regular gas https://t.co/4vca9CUsCm,0
270566,3:45 am and the gas stations are slammed with people waiting in line for fuel. This is nuts. #IrmaFL,1
270808,#day2 of searching for gas #HurricaneIrma https://t.co/9FvItjxiLk,1
271321,@alleinamaggie @ElZephyr_ People are probably running out of gas just from sitting in the same spot for so long?,1
271352,"Plenty of gas here. (at @Shell_us in Valdosta, GA) https://t.co/imLfFRvbnZ",0
271368,anybody at a gas station with gas?,1
271432,"Plenty of gas here (at @Shell_us in Valdosta, GA w/ @bennyhayleymom @bennyankee @imhayleybelly) https://t.co/bqHWk5ciFI",0
271463,I was finally able to get gas!!!!!!!  Never thought I'd say that...,1
271569,Wawa gas stations come in clutch with good food ????????,0
271690,I just wanna blow a whole check on studio equipment ?? I could do that if food and gas was free for a week and bills didn't exist. Lmao,0
271959,Only a 4 hour day today. Waste of gas and energy,0
272039,@wsvn #irma #gas Shell on 77th and 154 Miami Lakes - short lines now!,1
272121,The chevron on 57th and 7th ST still has gas if anyone needs,1
272160,#gas at #FLTURNPIKE @Shell #lakeworth service plaza - vehicle fuel only #HurricaneIrma @WPBF25News @wpbf_stephanie https://t.co/sZcpxAuVfp,1
272277,Apparently everyone thought they would get up early and gas up! #HurricaineIrma #Gainesville at 5am #Florida,1
272385,There is gas at the Shell gas station on Flagler and 27th Ave. #HurricaneIrma #Gas,1
272408,Leg 4. 376 miles to go. Waiting on the gas station to refill and snoozing a little. #HurricaneIrma,1
272451,"All gassed up,  #HurricaneIrma I AINT NEVA SCARED https://t.co/1pyXR0p64e",0
272473,#HurricaneIrma gasoline was scarce all over Florida and it was only Thursday.  #energy,1
272501,Also this station is out of gas https://t.co/LtddPw4noN,1
272551,@WPBF25News FL State Troopers monitoring #gas lines at #WestPalmBeach #lakeworth service plaza #HurricaneIrma https://t.co/Axax8gX9bt,1
272650,Those looking for gas ?? @nbc6 @wsvn https://t.co/EjnWGHLUl6,1
272835,PACKED at this Wesley Chapel rest stop on I-75 N at 530AM. (And some creative ways to deal with gasoline shortages). https://t.co/IKaFnl9yXE,1
272915,this was wawa after seeing the gas lines https://t.co/KSoVQacqSj,1
272919,"#irma #SouthFlorida #gasoil
#IrmaHurricane2017 #5am https://t.co/bQEWSxy4tV",0
273064,I am very serious the situation in Florida is dire millions are on I-75 heading north cars are running out of gas please be careful.,1
273212,S. FL folks on NB I-95: use exit 249 (Volusia.) Head E on 44 to 3 full gas stations. Walmart has H2O. @carolyndipaolo @jeffkleinman   #Irma,1
273238,God's Morning???? just left the gas station??,0
273274,kung di lang need mag evacuate hindi sana ako punta NY eh ?? gastos ksi eh.,0
273361,Absolutely the lowest price for gas in Metro Atlanta! $2.49/gal. (@ Costco Gasoline) https://t.co/9AccRr42ZH https://t.co/bmQyo91htF,1
273400,"The 7-Eleven on Sunset Strip and Nob Hill has #gas, bitchesssss. #HurricaneIrma",1
273405,Thanks to all you people in line to get gas at 6am I can't get to the gas station to get coffee .... fuckers,1
273457,Literally gonna be in line for gas for about.... 3 hours. This line is crazy,1
273590,"No! No! No! This is such a bad idea, y'all! Please only use proper gas tanks. Be smart and be safe. https://t.co/mGziVjLK9C",0
273978,"#Sarasota Costco has gas and NO LINE right now, if anyone needs fuel.",1
274018,I e waited at 3 damn gas stations in total and every time when it's my turn they run out like wtf!!!!,1
274037,there are no lines at most gas stations in Hialeah &amp; they have gas rn guys .,1
274338,I just paid $3.79 for gas......,1
274363,The only thing that's stressing me out is keeping my gas tank filled knowing I have to get it every other fucking day,0
274403,"My dad is making me go get gas rn, but bright side he's filling up my tank and gave me extra for food ???????",0
274998,You heard him! Let the tankers through. They've got the gas you need. Most are being escorted by police. https://t.co/9XV9rGZd8t,1
275095,Time to see if there's any gasoline in the area to top off my car,0
275143,"Gasing up the whip rn, best time to put gas ya no lines",0
275268,"For anyone who still needs gas, the gas station on 27th NW 11st has gas! I waited about half an hour in line.",1
275304,They say my tolerance is too high but in reality the weed just not gas,0
275348,Could people please not block the fucking road for gas. I'm trying to go to work ?????????,1
275511,The policeman at the gas station said only gays and Mexicans can get fuel until Wednesday. It's an Obama era policy.,0
275952,"On my way to prep my classroom: restaurants are busy, gas stations are full, everyone is out and about because we're about to be hermits.",0
275963,@FLGovScott Any chance 95/75 is ready to open southbound lanes to northbound traffic? It's daunting to leave knowing gas is in short supply.,1
275990,"There IS gas, the traffic is NOT terrible. Don't be scared to leave. Think smart. #Irma is a big, mean bitch. ??",0
276175,No line getting gas today... the calm before the storm... pretty eerie feeling not gonna lie,0
276398,Got the last two gallons of water at Publix this morning before finding a gas station that was able to top off my car. Feelsgoodman,0
276437,Do your research people. Do they have hotels available? gas? food?,0
276495,Northbound @TurnpikeOrlando drivers. No wait at Turkey Lake Service Plaza for gas.,0
276647,If anyone needs gas there are no lines here at Costco in royal palm beach. #westpalmbeach #hurricaneirma,0
276691,"Today's goals: stock pile 5 gals of water, find a gas can, buy more peanut butter! #HurricaneIrma #NotMyHurricane",0
276698,Racetrack has gas if you need.,1
276858,@finsync Always considering the big picture. Letting employees work from home to save gas for those who need it most. #IrmaHurricane2017,0
277138,Circle k no gas two days,1
277450,Traveling north on turnpike? Able to pass Canoe Creek Plaza? Come to Turkey Lake Plaza. No wait for gas. 33miles from Canoe to Turkey Lake,1
277464,Got gas at the @RaceTrac @ Exit 260. Traffic on I-95 NB for a few miles leading up but cleared up past construction. #HuricaneIrma2017,1
277795,"Going to help around the city today. People need wood, gas &amp; shutters. So me &amp; a couple of my coworkers volunteered to give a hand ??????",0
277881,Pumping gas is annoying to begin with but trying to hunt it down &amp; fight people to get it makes me not want to leave home??????????????,1
277943,Exit 191 on I95 has 4 gas stations open #HurricaneIrma #Gasshortage,1
278024,"#gas station on I-10. People are bartering in the parking lot for pole position. 
#HurricaneIrma #IrmaHurricane https://t.co/vV4KxAviVX",1
278121,#JustBrad got #gas &amp; #water sunocoracefuels corner of Platt and S. Blvd #SouthTampa Prepping forã https://t.co/I6X4t7ZQ59,1
278226,No more gas #HurricaineIrma https://t.co/vZg2dLyOgP,1
278393,Got new brakes and a full tank of gas ready to take on this short work day just to drive around Jacksonville to find shit for the hurricane,0
278476,Its gas now in Tampa ?,0
278577,@kumailn Next thing you'll want proof nicotine is addictive and causes cancer or that lead in gas is bad for the environment.,0
278605,$72 for a case of water... these foreign gas station owners should get their business license taken away.,0
278645,@1031WIRK Anyone still looking for gas I just saw a truck at the shell station on the corner of Boynton and Hagen Ranch. Stay safe,1
278854,Just filled up my gas tank for $46..... it's usually $32?????????,1
278889,@HadasBrownWESH That a girl!!!   No Texting and driving! But get that gas....!!! https://t.co/Vss9J3DwZe,0
278926,@AF2004DA @weatherchannel That sucks we're driving &amp; gas stations are crazy that's where traffic is.,1
279077,I'm going to die of starvation in these l8nes for gas before Irma even hits,1
279084,I just paid 3.20 a gallon for gas... lame.,1
279158,"Irma isn't going to be the death of me, these lines for gas are.",1
279180,Found some gas.,1
279241,@ABC WELL WHAT DO YOU Expect . You want gas for your car. Boat. Can't  have it both ways.,0
279285,I need to find gas today ??,1
279791,"Pro tip: If you see a long line of cars waiting for gas, it's not a good idea to cut in front. I saw someone try it today. #HurricaneIrma",1
279835,There's gas at the chevron attached #tallahassee,1
279991,Topped my car off with gas and got some non-perishable goods just in case.,0
280018,Just saw an gas station attendant refuse to help a 90 year old lady pump gas #irma,0
280395,Was able to find charcoal and a grill this morning. Along with ice. All gas stations are sold out of gas. Be safe south Florida,1
280564,Crazy how everyone became a meteorologist and scientist over night lol thought y'all was still the cashier at the gate gas station.,0
280703,"Blessed today got gas ?? and water, bread,my house is ready for Irene. God help us. Please pray for Florida.",0
280742,No wait for gas at the Millenia @BJsWholesale regular $2.55 premium $2.85. https://t.co/OSUKsqkNMN,0
280745,"I ate a 4 count chicken mini, hash browns, a chicken biscuit and now I'm eating a """""""" tornado """""""" thing from the gas station. Send help",0
280751,The amount of money I've spent between shit for this hurricane and gas smh,0
281341,@TampaElectric Or a lighter can be used. Just wanted to make sure gas supply would still be available.  Thanks so much,0
281347,@GoldingBF @lesstaxingcpa They must not understand Hitler would have sent them to be gassed. They would not have been the pure race!,0
281733,Wish you guys would go further south to check up on gas https://t.co/TfHc5p9kMo,0
281757,Luckily was able to get some more gas. Took 5 gas stations to finally find one that had some.,1
281875,No there's no gas within 50 miles of me and I have about 50 miles worth left in the truck. #nogas #NorthwestFLã https://t.co/EPv6jRYIs1,1
282117,"@TaylorRackley @samspikes94 No, fuck all these damn people taking all the damn gas.??",0
282138,Anybody know where I can get gas near hiatus??? #replytweet,1
282161,This water drought is BS when that's really what you drink daily. Couldn't even get one at the gas station ??,0
282332,@TheAmigo how was the gas situation traveling North?,0
282356,I'm saying.. I waited in line for almost 2 hours for gas https://t.co/YlpN1c8GxT,1
282623,This is current - no contraflow yet. Hoping for it with reports of slow moving evac &amp; gas in short supply. https://t.co/S1asBXosZV,1
283032,Looks like I'm not the only one looking for gas before work... #WCTVStormStories https://t.co/me8g3geh1C,1
283240,"@IngrahamAngle Laura you might want to inform that I was able to get gas @ marinas. There's plenty there with no lines, slightly higher!!!!!",0
283281,"@IngrahamAngle Laura you might want to inform that I was able to get gas  @ marinas. There's plenty there with no lines, slightly higher!!!!",0
283312,Went to Lowes cuz rumor was they had gas cans. Ended up lucking into a 2nd generator. #HurricaneIrma,0
283350,"My father has entered the """"""""worried about looters and gas syphoners"""""""" phase of storm prep. #Irma2017 https://t.co/s1DN5gX4ld",1
283794,When ya bf leave his car with you and you get in and realize he ain't got no gas ??????? https://t.co/Z7GERUIGJs,0
284002,@markoj1957 Yes... I'm going to ride it out! It's too late to leave.. no gas left.. ??,1
284202,"Just had a 35 minute wait for fuel, probably because they're constantly refilling. Lines not too long yet. But-- there's #gas in #Parkland.",0
284580,"@willthompsonpt I'm as prepared as I can be, but this is not where I wanted to be. Too late to leave now, I-75 is gridlocked. No gas. Crazy",1
284597,Would be really great if more gas station gas hoses were long enough to reach both sides. Disproportionate left-side tanks in Citrus County,0
284720,These damn gas ?? lines ??,1
285029,Heads up! No water or gas to be found but Halloween decorations and supplies plentiful! #IrmaHurricane2017 https://t.co/J6iNuoOyjn,1
285230,@FoxNews gas is all out https://t.co/qQtqsItp4l,1
286021,"No gas just needed air (@ Sunco Gas Station in Winter Park, FL) https://t.co/Sy02hcIAoo",0
286343,".@FLGovScott says single-laneing highways not happening. Southbound lanes still needed to bring gas, supplies.",1
286372,Great part about BJs is not everyone and their brother is in line for gas! #gas #hurricaneirma2017,1
286432,Tried to find gas on Lake Mary Blvd - some stations out,1
286504,the Shell on 27th &amp; US1 has gas if anyone needs!!!!!!!,1
286572,@FLGovScott asks gas stations to stay open as long as possible to help evacuees. He says police escorts will help station employees get out.,1
286597,#Irma #GovScott Estamos haciendo todo para garantizar el suministro de gasolina. Compre lo que necesita. Sea paciente.,0
286615,He asks that gas stations stay open as long as possible so people can evacuate. #HurricaneIrma,0
286645,.@FLGovScott asks gas stations to stay open as long as possible to help evacuees. Police escorts will help station employees get out. @CBS12,0
286646,"""""""""Unfortunately, you are going to see lines and you are going to see outages,"""""""" @FLGovScott  on gas supplies. @HurricaneIrma_",1
286680,"Police escorts being offerred to gas station employees and tankers, @FLGovScott says. #HurricaneIrma",1
286772,"Supplying gas to Florida is a priority. """"""""We will do everything we can to get you out.. but you have to call now"""""""" -@FLGovScott @wjxt4",1
286851,"@Jeff_Piotrowski A few cars running out of gas can be moved manually out of the highways, but hundreds at once? Not good Jeff!",0
286877,#RickScott tells us we need to evacuate like it's that easy. Where r we supposed to go? #broke #nogas #hurricaneirma2017,1
287103,https://t.co/gas500LjVv,0
287147,i aint got no gas ??,0
287208,Gas Buddy recommended to find gas https://t.co/eNkcTLBBUZ,1
287230,like when i crank up imma have to go straight to a gas station ??,0
287399,Got gas finally! ??#HurricaneIrma,1
287427,I'm over here just wasting gas and there is a shortage in Florida ???????,1
287510,There is propane gas at the Westar gas station on SW 16 St &amp; 27th Ave in Miami #HurricaneIrma https://t.co/rsqkosLx0H,0
287603,"Definitely no gas in 15th and Alton! #irma #lifeinthetropics @ Miami South Beach, Florida USA https://t.co/HqZzCK1Kkv",1
287889,The Sunco gas station on State Road 40 in Ocala has gas! #WCJB https://t.co/ndfUOB8NOG,1
287932,"Pueden conseguir gas propano en la gasolinera Westar, 27 ave y sw 16 st, #miami #littlehavana https://t.co/iPa8amoxhz",0
288108,Florida highway patrol are now escorting gas trucks.,1
288237,@dave2step There's a gas shortage and the roads are gridlocked. It's safer to be in a shelter than on the road at this point.,1
288265,"No gas, no Tampa. Now which; cat 4 #Irma at home: ideal build/20mi inland, storm shutters OR cat 3 at in-laws: a house 10mi to beach/surges",1
288454,"if irma come through tally, ima just get swept away I don't feel like driving and gas too high.",0
288458,@FLGovScott Cars may run out of gas on the interstate causing a total block. Must get fuel to the sides of the roads along with water.,0
288504,"Well, got food, water, gas, emergency supplies + a generator. Let's see how this goes. #irma #hurricaneirma #hurricaneirma2017 #irmagerd",0
288620,Even if you wanted to leave Central Fla you can't. There is no gas. Good luck y'all #Irma,1
288704,My cousin just told me gas in Texas is up to $10 a gallon ??,1
289015,"While less common than downed electric lines, gas lines can rupture during storms. If you smell gas or see it blowing from out pipe, call us",0
289109,@LaneMunz Lol The sales were low for gas so they want y'all to start paying up,0
289182,@FhpOrlando can you advise if there will be any gas trucks coming further south? We are out everywhere! #HurricaneIrma,1
289247,.@PaulGessler helping get the most crisp nat sound as people brace for #Irma at a Shell gas station in #Boca. https://t.co/npr7x3EgIa,0
289359,"Just got the gas refilled, food supplies, we're super stocked on water, but later we have to go out for more. There's way too many ppl out",0
289789,"All the houses boarded up lookin like its an apocalypse. I hope to never see this again. However certain parts like gas stations,-",0
289935,When you have a gas stove. Spaghetti for dayyyyyys https://t.co/vDrnbxFZNA,0
290363,"Corta fila para gasolina en la gasolinera Mobil, esquina US1 &amp; Bird Drive (SW 40 St) en Coconut Grove #HurricaneIrma https://t.co/bJr4RFx8a2",0
290481,#REPLYTWEET where can i get propane gas today?,0
290502,Short gas line at Mobil on US1 &amp; Bird Drive (SW 40th St) in Coconut Grove. Just a few cars deep. https://t.co/zPoxKtct7d,1
290583,Don't understand why people are out wasting gas and partying when there's potentially the worst storm in history heading our way,0
290756,Murphy's on Belvedere and SR 7 still has gas. Will be closing at 6 p.m. today.,1
290764,This gas station shit is so frustrating,1
290838,Y'allllll literally took all of the gas in Tally ???????,1
290856,Scenes from the evacuation route: happy when can find gas @ Jacksonville Beaches Florida https://t.co/zik5YnyRSo,0
290892,Anyone thinking of getting out. Use the app Gas Buddy. Very reliable. Tells you if the gas stations have gas or not.,1
291016,How you gonna hold up a gas line to be chattering to the woman in the store. People are so fucking selfish.,1
291192,"*goes to gas station* 
Gas Pump: """"""""We are currently out of regular gas""""""""
Me: https://t.co/poOPI3rnrI",1
291237,There's gas here!,1
291245,"*goes to another gas station* 
Gas Pump: """"""""please limit your purchase to $25"""""""" 
Me: https://t.co/sYbYMxgQyj",1
291289,Was able to get gas in Doral but take note that many of the card readers are already out of service. Cash only.,0
291398,Jesus Christ they have cops directing people to get fucking gas because no one can act like a human being during a hurricane,1
291588,His smile is back! Happy to be heading home! #gastroparesis @ Arnoldã https://t.co/674iAGUjJe,0
291642,"Y pude abastecerme de #gas #propano mientras trabajaba! Si necesitas ven hasta la 
2950 NW 24ã https://t.co/UVPWZEKJqh",0
291668,2/ gas or water in the middle of a horrendous storm. If you live in an evacuation zone find a shelter and ride out the storm!,0
291873,After a clusterfuck stop for gas and dog break Highway 16 70 mph,0
292063,Apparently only two gas stations in Fort Pierce have gas.#IrmaHurricane2017 #Irma,1
292123,Damnit dude gas prices are going to go up again after this second hurricane,1
292188,People are stuck with no gas https://t.co/X3Xh8WHxvG,1
292241,Just refilled gas and got a shit ton of water in doral. 58 NW 87 ave . Around that area but I'm sure it's running out,1
292307,i swear to God I am not scared to throw hands if anyone fucks with me at the gas station I am legit fighting,1
292367,"I've 2 coolers ice, water,food,candles,flashlights, full tank gas n truck,pet food,going to cook some meat to have it cooked #prepared",0
292406,Damn. Even Mike's Beer Barn is out of gas.,1
292725,Only 5 gas stations down in homestead that got gas ???? let me hurry my ass up and get In these lines,1
292752,I got gas last night I'm skr8 baby ????,0
292902,"TIP:
If you want to know which gas stations still have gas, download the Gas Buddy App",1
293013,Racetrack in Mount Dora has gas but they are slammed.  @news965wdbo https://t.co/2W8LulHL0w,1
293207,Just saw gasoline being police escorted to a gas station #thisistheend,1
293366,Just saw a gas truck getting a police escort #thisistheend,1
293434,BROWARD CO. GAS UPDATE: Marathon gas station on Oakland Blvd. and Sheridan has some gas (some pumps empty) &amp; no lines! @nbc6 #HurricaneIrma,1
293953,This line for gas is crazy... https://t.co/O0cnmfrNHS,1
294275,"Flying J in Seffner has gas- it looks like the pumps are wrapped &amp; closed, but they had a gas truck &amp; propane truck there refilling.",1
294471,"If anyone in Tampa still needs gas there's about 4 to 5 places off of the I-75 Bruce B Downs exit here in New Tampa. 
BE SAFE! #Irma ????",0
294501,"New gas delivery at MOBIL station, SW 120 St/ 117 Ave. #IrmaHurricane2017  #Florida  #HurricaneIrma",1
294569,I've never been this stingy with gas lolol,0
294717,Where can I find some gas,1
294804,The line in your DMs after this has to be longer then the line for gas right now. ???????? https://t.co/nGqmpQ3rT6,1
295146,Bitch how?? With what gas? With whose gas?? https://t.co/dLBtLOXwcq,1
295245,I've been out of gas for 2 days and it's probably because we got greedy people out here filling up their damn lawn mowers.,1
295447,A Catholic nun just appeared at my window in the gas line and reached through the window and hugged me. ?? #Florida,1
295483,There is gas at the Chevron on Okeechobee Blvd and 441 next to the Super Target.  Lines are short.  @pbcsd @Supt_Avossa @wpbf_erin,1
295537,Line for gas at Sam's in Gainesville. @ Sam's Club' 8155 https://t.co/eZcUy69gqF,1
295777,Fill up at Racetrack on Del Prado &amp;  southeast 26th Street. South of the bridge on left side. #swfl #gas ? #BeSafe https://t.co/ku76Yknvi8,1
295962,"Finally found a place to buy some gas, so that's a relief! I had a quarter of a tank, but I wanted FULL! Good to go now. (y) (y)",1
295998,@LizabethSTucker @msdeonb Yes.  I got gas on Wednesday evening so I'm good for now.,0
296085,Got some more water this morning! Everyone talking about long gas lines! Like unless you evacuating why you need gas now?,1
296282,Tell the gas man I'm on the way,0
296284,this guy just pulled up to a gas pump on a motorcycle and looked exactly like the Tattletale Strangler except he was blasting Destinys Child,0
296377,Just found gas at #Mobil on Federal &amp; 6th in FTL. Only 2 cars in line @1043theshark @Spanish_31 #HuricaneIrma,1
296482,Citgo by Lake Magdalene Elementary has gas. Not sure for how much longer.,1
296637,Are there any gas stations WITH gas in Lakeland ?,1
296726,Stores and gas pumps are already shutting down. Time to brace ourselves until the storm approaches has started. #IrmaHurricane2017,1
297010,anyone know of any gas stations that hasn't run out of gas rn??!!,1
297303,Theres gas on 117th &amp; 120th st- Mobil,1
297536,https://t.co/24fETdLXL7 Marathon Oil Company is charging 3.73 for a gallon of gas.,1
297592,"Oil change ??
Tire alignment ??
Full tank of gas + gas cans ??
New tires ??
This is gonna be a long drive out of Florida ???????????",0
297763,Should I open the generator and fill it with gas so I can go get more gas? This would make me not able to return it and get the one I want.,0
297812,Putting up shutters staying lit need gas?,0
297887,Prayer for me ain't nothing wrong um just on E trying to fina gas tho,1
298074,Waiting in line for gas ... Did nobody gave gas before? #hurricane #irma,1
298199,Bout to kick back n smoke some good gas ??,0
298446,"Allegiant cncld flights fr Orlando bc of loss of rev. NOT SAFETY. DIDN'T WANT EMPTY PLANES TO FLA left people no gas, no hotel who will die",1
298565,My mama steady talking about go fill the gas tank up.. for what sissssss where tf we going if it's gone be flooded ??,0
298852,Selfish ass really fillin' up a Prius. What do you need all that gas for,0
298924,Every drop of gas counts,1
299177,Many people gassed up before people started evacuating. The gas doesn't last forever. Especially when you gotta drive to work and school??,0
299505,@JuddLegum @chrislhayes @AFP they tell to evacuate and it's impossible to find gas!!!,1
299635,"IF YOU STILL NEED GAS : Miami Gardens 183rd &amp; 87th ave by the ramp to 75, both gas stations at the intersection have GAS",1
300043,Making all lanes on #floridaturnpike and #i75 northbound would improve evac efforts #terribletraffic #gaswaste @FhpOrlando @FLGovScott,1
300409,Why tf do I have gas pains rn ???????,0
300414,I gotta tank of gas ??,0
300574,"After Irma slide yall mother fuckers ain't going to have nooo food stamps,no money for gas, shittt but water bottles that y'all don't drink??",0
300585,Do yall remember when it was a gas shortage last year in ATL after Hurricane Mathew hit GA last year? Ain't nobody got time for that ??,0
300867,Which kind of gas????? https://t.co/XraSlLcxBR,0
300943,There's gas at the cheveron on 10690 NW 41 st 33178,1
300989,"Beware, In the midst of a hurricane, while having shortages of gas....a nigga in a Honda will still try and race you.",1
300990,"Last minute grab 4supplies,came up w/2 more flashlights,no more portable cell chargers anywhere,Im afraid 2leave weston due to gas shortage",1
301322,In line for gas #pray4me,1
301382,"If you think Black Friday is bad, try going anywhere in Florida before a hurricane. I can't even find gas??",1
301720,"all the damn premium gas is bought up , how tf I'm sposed to move man",1
301879,Also long lines to get gas this morning ?? https://t.co/PJULV0f0nj,1
301992,all 3 of my associates called off and it's not even raining.....it's friday....everyone wants gas and water and I will have one person,0
302212,Lines for gas are blocking traffic. We are just trying to get some Wendy's for lunch. #forgetthehurricane #someonesgottawork,1
302408,"I love the Dominican side of my family, they always gassin me up????",0
302678,"If you own a gas station or sell hurricane supplies and you increase your prices during a storm, you should be fined and arrested!",1
302693,There is #gasinmiami at Biscayne and 34 th @ Wynwood Art District https://t.co/C7LGXJ771a,1
302752,Went at 2am to fill up the gas tank (no wait) and hit up Walmart to grab enough snacks to last months (no wait) https://t.co/8ofZJwMJmQ,0
302798,this bitch tried to skip me in the gas station line lmao.... i cut that bitch off so quick,1
303123,"Big question: is there has if we evacuate!
We're in Bushnell where there is gas! You may just have to wait. #wtsp https://t.co/v0skb9CnYi",0
303270,The fact that we're out of gas and water in GEORGIA pisses me off,1
303332,got the LAST of the gas at costco but this is a place to get some if y'all need https://t.co/mjr4a0oXxN,1
303677,Let's pray he runs out of gas and has to hitchhike and no one stops for him. https://t.co/CrUTrUSh62,0
303835,Mobile in David ha gas no lines,1
303974,I'm tryna see It tonight but I have no gas and there is nowhere to get gas so I'm cryin ????,1
304191,"At least there's gas! #Irma (at @RaceTrac in Ocala, FL) https://t.co/zuGrBKWgYr https://t.co/1d0BpeUzle",1
304482,"Anyone that's looking for gas, Walmarts gas station in okeechobee has and the line isn't long !!",1
304490,my dad poured his whole cup of coffee on this lady windshield cause she wouldn't get out his way at the gas station ??,0
304530,"problem is no matter where I try &amp; go, probably going to run out of gas and end up stranded https://t.co/fMIF8EDHeT",1
304965,Every gas station and ATM is telling me to donate to Harvey relief and I'm like... bitch... wish I could but not right now.,0
305094,They're seriously using cops to direct traffic at the gas stations because people are lined up for miles to get gas.,1
305102,Wow only a $10 limit at gas stations ??,1
305372,Update: still in line for gas. It's 93 degrees y me estoy meando,1
305438,Line for the Jamaican spot longer than the gas line. Lmao!!!,0
305559,"I found gas! And a line... (@ BP in Clermont, FL) https://t.co/ezDTKq7iWc",1
305649,Us1 &amp; 144th also has gas,1
305773,I never thought I would have to drive around 30 mins to find gas station that actually has gas ??,1
305978,Looking for gas ? Short lines at the Shell and Speedway in North Bay Village. https://t.co/H0yugJnthI,1
306017,Let the purge for gas begin,1
306118,There is gas at Pilot gas station on 301. #IrmaHurricane2017 #Florida #Gasshortage,1
306342,alright florida saddle up your rocks bc gas will be gone soon https://t.co/0wo0XIKdUg,1
306375,Dade County FL-mandatory government evacuated over 600000 with shelters for 100000 w no gas...we r in dire straights down here RT RT,1
306434,Driving to Tennessee. Hopefully I'll have enough gas to make it out of Florida??,0
306437,@LianeMorejonTV gas station Hialeah palm ave and 21 st has has small line.,1
306646,"HMU for them hurricane deals lol 
The gas stations might run out of gas, but i won't",1
307472,I've never been so happy to see a gas station with a waiting line ??,1
307746,Used to be gassed up before work????????? https://t.co/pG05StU1Pv,0
307854,With the price of plane tickets and no gas?? How??? https://t.co/howlSwkURk,0
308059,If you're not trying to evacuate stay away from the gas stations #IrmaHurricane2017,1
308075,"What more will it take for oil, gas, business &amp; Trump to finally recognize CLIMATE CHANGE, U can't spend your millions if you're dead!",0
308356,lol brought my jeep with me but it also wastes so much gas but it's going to serve so well with flooding? Why can't I win!??,0
308532,I just witnessed a whole truck blow up in backed up traffic holding over 10 gas cans,0
308698,Update: pumping gas ????,0
308760,Its time to panic when you been searching fir a gas station for 5 hours and your tank is a little under a quarter,1
308876,Does anyone know where I can get gas???? Line or no line idc!!!,1
308881,"PSA: the circle K on 34th still has gas! also download the gas buddy app, it's a lifesaver if you need gas!",1
309107,I just wanna take a nap off the gas,0
309387,"This RANDOM MAN walked up to at the gas pump and told me I """"""""its sum bout u , u rock my world"""""""" ! ??????? I couldn't do nothing but laugh ??????",0
309557,If you are looking for gas in #Jupiter #Irma,1
309886,@TimesHerald are you guys see the #PriceGouging going at the gas stations off 85? Or u 2 worried about the biscuit polling ? #Newnan,1
309983,"@ImLegalDope it coo, cus nem mfs gone need some gas to smoke outchea and IM TAXIN EVERYTHING, $15-20g yup! fym! ain't shit sweet outchea!??",0
310212,No gas - only diesel #HurricaneIrma https://t.co/Pd4ebmpmrt,1
310507,Only in Inverness there would be a tail gate party at 1:30 am at racetrack while waiting for gas,1
310654,Ok that's what I wanna know... no gas no flight ?? like they not thinking this through https://t.co/8gKebPIIHb,1
311012,Would leave Orlando.. but Irma not pitching in on the gas. Ain't going for that ????,0
311214,Submitting expenses and realized I forgot to get a receipt for the gas I drove around the world and waited in line over an hour for ??,1
311285,You want to thank the president the vice-president and the EPA ?? We've been told to evacuate and we have no gasoline? Incompetent.,1
311324,$40 didn't even fill my gas tank up all the way??,1
311437,#PictureThis: #Florida residents lining up to fill their #propane #gas #cylinders aheadã https://t.co/kvqwMj4HBR,1
311793,@megoliver live at a gas station in Hialeah that she says has plenty of gas. Hialeah Gardens Blvd &amp; W 80th St. Expect long line. @CBSMiami,1
311814,"@_wintergirl93 Shutter my house, get 50 gal of gas... All cuz you offended the beer gods... https://t.co/dWQ1F54Unr",0
311979,(for gasoline),0
311995,"Anyone trying to run me over? I'll give you my car and everything, I'll pay for gas too",0
312101,We're getting gas now because everyone is almost out.,1
312303,Chances are if there's gas...there's a line #TrackingIrma https://t.co/gHVRh7Vngq,1
312671,Gas station on Sheridan and dykes has gas and fast moving lines,1
312758,"@porkrind @sewzinski attorney general interrupted 102.9 to say Chevron price gouging gas, 7/11 water. she stone cold admonished them.",1
313430,Kindness &amp; people pulling together.  @Nextdoor app has been a lifesaver.  Located generator w it. neighbor just gave me 5 gallons of gas. ??,0
313447,When you bestfriend gas your head up ????and make you think your booty look big ????????? https://t.co/Uu0va1kbE0,0
313707,There's legitimately 100 cars deep waiting for gas at Costco in ATL. #hurricane this is nuts,1
313892,I brought all the Denver gas back with me ?? https://t.co/5DEZakCboS,0
314052,gas station NW 28 St 27 Ave Miami has gas but come in via 27 Ave line much shorter #Allapattah,1
314100,To the gas stations that are out of gas thank you for turning off or removing the prices to those that dont... #Irma2017 #IrmaFL #irmagerd,1
314439,and we're out of gas :),0
314661,"Got the generators ready with some Extra gas, truck full, fuel tank full, new hubs new wipers 60ft of strap in the back just in case ??",0
315177,PLEASE SHARE @Lowes in @WellingtonFL has pallets of gas cans #HurricaneIrma #Irma https://t.co/UMkHDyOjfn,0
315256,"Just dropped $45 for gas, so this tank is gonna last me forever, walking and catching the bus from here on out",1
